"Compound"	"CAS"	"HMDB"	"KEGG"	"PubChem"
CPD-14452		"<a href='http://www.hmdb.ca/metabolites/HMDB30818'>HMDB30818</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09311'>C09311</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=8417'>8417</a>"
CPD-19479				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=123131513'>123131513</a>"
CPD-17628				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820255'>91820255</a>"
CPD-20878				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820524'>134820524</a>"
DAPHNIN	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=486-55-5'>486-55-5</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01421'>C01421</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439499'>439499</a>"
Peptidyl-Carrier-Protein-Group				
CPD-20816				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21676629'>21676629</a>"
CPD-19168				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91828301'>91828301</a>"
CPD-14428				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5316301'>5316301</a>"
CPD-16372				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657259'>90657259</a>"
CPD-17480				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820476'>91820476</a>"
CPD-8097		"<a href='http://www.hmdb.ca/metabolites/HMDB30819'>HMDB30819</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09263'>C09263</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281416'>5281416</a>"
Aryl-Carrier-Protein-Group				
CPD-12133				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=64966'>64966</a>"
CPD-10815				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12691389'>12691389</a>"
CPD-21613			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09265'>C09265</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5273569'>5273569</a>"
CPD-20877				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820265'>134820265</a>"
CPD-19823			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21496'>C21496</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=124079402'>124079402</a>"
NRPS-Group				
CPD-16483				
CPD-20805				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21761739'>21761739</a>"
CPD-9386				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201278'>25201278</a>"
CPD-14453			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18079'>C18079</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=69894'>69894</a>"
CPD-16410				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5460035'>5460035</a>"
CPD-16360				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=53356672'>53356672</a>"
CPD-13288				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=56663291'>56663291</a>"
SCOPOLETIN		"<a href='http://www.hmdb.ca/metabolites/HMDB34344'>HMDB34344</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01752'>C01752</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5280460'>5280460</a>"
PKS-ACP-GROUP				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126961072'>126961072</a>"
CPD-20426				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=131841604'>131841604</a>"
CPD-14429		"<a href='http://www.hmdb.ca/metabolites/HMDB30821'>HMDB30821</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09206'>C09206</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=442101'>442101</a>"
CPD-16411				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=447147'>447147</a>"
CPD-10157				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49859726'>49859726</a>"
CPD-8186		"<a href='http://www.hmdb.ca/metabolites/HMDB29865'>HMDB29865</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09315'>C09315</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281426'>5281426</a>"
ACP-GROUP				
CPD-20801				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21585446'>21585446</a>"
CPD-13837			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06630'>C06630</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=441108'>441108</a>"
CPD-9843				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244515'>25244515</a>"
CPD-19154				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706657'>122706657</a>"
COUMARIN		"<a href='http://www.hmdb.ca/metabolites/HMDB01218'>HMDB01218</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05851'>C05851</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=323'>323</a>"
CPD-9844				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244263'>25244263</a>"
CPD-15974				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658244'>90658244</a>"
CPD-16396				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657816'>90657816</a>"
CPD-8634			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16409'>C16409</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5321164'>5321164</a>"
CPD-9792				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245195'>25245195</a>"
CPD-21614				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=125303145'>125303145</a>"
CPD-8380				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52923457'>52923457</a>"
CPD-9842				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245304'>25245304</a>"
CPD1G-130				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11273915'>11273915</a>"
CPD-16612			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21562'>C21562</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289489'>86289489</a>"
CPD-17187				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289633'>86289633</a>"
CPD-19824				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5324654'>5324654</a>"
CPD-17188				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=40846588'>40846588</a>"
LACTOSE-6P				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244526'>25244526</a>"
CPD-14080				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10213'>10213</a>"
CPD-14461		"<a href='http://www.hmdb.ca/metabolites/HMDB30820'>HMDB30820</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09264'>C09264</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281417'>5281417</a>"
CPD-18584				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706488'>122706488</a>"
CPD-20793				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185159'>185159</a>"
CPD-13805				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=56927937'>56927937</a>"
CPD-13093				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940176'>52940176</a>"
CPD-14430				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5316302'>5316302</a>"
CPD-17477				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289649'>86289649</a>"
2-AMINO-47-DIHYDROXYPTERIDINE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=529-69-1'>529-69-1</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00704'>HMDB00704</a>"		
CPD-16382				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657280'>90657280</a>"
CPD-3001			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08577'>C08577</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659247'>90659247</a>"
CPD-13090				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940266'>52940266</a>"
CPD-8192			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18083'>C18083</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5316525'>5316525</a>"
CPD-17412				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=57525186'>57525186</a>"
CPD-12616			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15884'>C15884</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16061269'>16061269</a>"
CPD-12652				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49859730'>49859730</a>"
CPD-14427	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=486-35-1'>486-35-1</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03093'>C03093</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5280569'>5280569</a>"
CPD-8231			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08315'>C08315</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244346'>25244346</a>"
KDO			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01187'>C01187</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21681234'>21681234</a>"
CPD-17630				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820012'>91820012</a>"
CPD-17330				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289160'>86289160</a>"
CPD-21615				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135857564'>135857564</a>"
CPD-8204				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245815'>25245815</a>"
CPD-20817				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21676628'>21676628</a>"
CPD-13951			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06616'>C06616</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=56927953'>56927953</a>"
CPD-13854				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289161'>86289161</a>"
CPD-19825				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5487854'>5487854</a>"
13-HYDROPEROXYOCTADECA-911-DIENOATE		"<a href='http://www.hmdb.ca/metabolites/HMDB03871'>HMDB03871</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04717'>C04717</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21158461'>21158461</a>"
CPD-21261				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820033'>134820033</a>"
CPD-16361				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=53356671'>53356671</a>"
CPD-17481				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819982'>91819982</a>"
CPD-18668				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706037'>122706037</a>"
CPD-13094				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940106'>52940106</a>"
BROMOACETATE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6226'>6226</a>"
CPD-16616				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658877'>90658877</a>"
CPD-17615				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820049'>91820049</a>"
CPD-17944				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185190'>185190</a>"
CPD-13091				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940137'>52940137</a>"
EDTA		"<a href='http://www.hmdb.ca/metabolites/HMDB15109'>HMDB15109</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00284'>C00284</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5246202'>5246202</a>"
CPD66-68				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86313782'>86313782</a>"
CPD-17414				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819895'>91819895</a>"
CPD-13806				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=56927991'>56927991</a>"
CPD-12654				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49859565'>49859565</a>"
CPD-17945				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185191'>185191</a>"
CPD-8478				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244103'>25244103</a>"
CPD-8446				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9898642'>9898642</a>"
CPD-17478				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820401'>91820401</a>"
CPD-12191				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173453'>46173453</a>"
CPD-8228				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244314'>25244314</a>"
CPD-7860			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15966'>C15966</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16061232'>16061232</a>"
5Z7E9E14Z17Z-EICOSAPENTAENOATE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12083'>C12083</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244784'>25244784</a>"
CPD-17942				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185193'>185193</a>"
CPD-21827			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16533'>C16533</a>"	
CPD-18914				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706523'>122706523</a>"
CPD-13649				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658775'>90658775</a>"
CPD-17797				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819970'>91819970</a>"
CPD-13807				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659100'>90659100</a>"
CPD-13092				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940081'>52940081</a>"
CPD-17946				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185192'>185192</a>"
CPD-22029				
CPD-17476				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289175'>86289175</a>"
CPD-8635			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16410'>C16410</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23724746'>23724746</a>"
CPD-13089				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940134'>52940134</a>"
CPD-9839				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244327'>25244327</a>"
CPD0-1025				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25202699'>25202699</a>"
CPD-16613				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=176496'>176496</a>"
CPD-17408				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5460993'>5460993</a>"
CPD-17943				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=185189'>185189</a>"
CPD-12192				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173448'>46173448</a>"
SULFUR-DIOXIDE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=7446-09-5'>7446-09-5</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB34834'>HMDB34834</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09306'>C09306</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1119'>1119</a>"
CPD-8229		"<a href='http://www.hmdb.ca/metabolites/HMDB30963'>HMDB30963</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08364'>C08364</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244650'>25244650</a>"
CPD-18614				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102514947'>102514947</a>"
CPD-16003				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658188'>90658188</a>"
CPD-13804		"<a href='http://www.hmdb.ca/metabolites/HMDB14344'>HMDB14344</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44629456'>44629456</a>"
CPD-10245				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245675'>25245675</a>"
CPD-8203				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25246006'>25246006</a>"
CPD-16392				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657288'>90657288</a>"
CPD-15142				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135499520'>135499520</a>"
CPD-13792		"<a href='http://www.hmdb.ca/metabolites/HMDB06528'>HMDB06528</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16513'>C16513</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=40846589'>40846589</a>"
CPD-17664				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820484'>91820484</a>"
CPD-17370				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820566'>91820566</a>"
NITROGEN-MOLECULE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=7727-37-9'>7727-37-9</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01371'>HMDB01371</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00697'>C00697</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=947'>947</a>"
CPD-16939				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20267671'>20267671</a>"
CPD-10729				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15942891'>15942891</a>"
CPD-21296				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45480565'>45480565</a>"
CPD-16390				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=70678684'>70678684</a>"
CPD-15121		"<a href='http://www.hmdb.ca/metabolites/HMDB15231'>HMDB15231</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D00323'>D00323</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3366'>3366</a>"
CPD-7862		"<a href='http://www.hmdb.ca/metabolites/HMDB29247'>HMDB29247</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16301'>C16301</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289400'>86289400</a>"
13-DIBROMOPROPAN-2-ONE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=69952'>69952</a>"
CPD-7093			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09148'>C09148</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=158755'>158755</a>"
CPD66-78				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820503'>91820503</a>"
ALPHABETA-TREHALOSE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10871590'>10871590</a>"
CPD-18915				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6994244'>6994244</a>"
CPD66-77				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820126'>91820126</a>"
CPD66-73				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819836'>91819836</a>"
CPD0-1159				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245804'>25245804</a>"
CPD-730		"<a href='http://www.hmdb.ca/metabolites/HMDB36217'>HMDB36217</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04780'>C04780</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126961123'>126961123</a>"
TREHALOSE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=99-20-7'>99-20-7</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00975'>HMDB00975</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01083'>C01083</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7427'>7427</a>"
CPD-16379				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657385'>90657385</a>"
CPD-15099		"<a href='http://www.hmdb.ca/metabolites/HMDB15122'>HMDB15122</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6253'>6253</a>"
CPD-19796				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126961222'>126961222</a>"
CPD-15284				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515400'>102515400</a>"
CPD-17473				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820119'>91820119</a>"
CPD-7850			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08592'>C08592</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281236'>5281236</a>"
CPD-17364				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289177'>86289177</a>"
CPD-17299				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=22378169'>22378169</a>"
CPD-20100				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320355'>129320355</a>"
NITROGEN-OXIDE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=10102-44-0'>10102-44-0</a>"			"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3609161'>3609161</a>"
CPD-16711				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658167'>90658167</a>"
CPD-14292				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5460999'>5460999</a>"
CPD-14244				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658176'>90658176</a>"
CPD-10730				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439553'>439553</a>"
CPD-10282				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23001748'>23001748</a>"
CPD-20101				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320491'>129320491</a>"
CPD-16377				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658154'>90658154</a>"
CPD-12546				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15956520'>15956520</a>"
CPD-10244		"<a href='http://www.hmdb.ca/metabolites/HMDB02183'>HMDB02183</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=40486925'>40486925</a>"
CPD-16542			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12643'>C12643</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515475'>102515475</a>"
